tenure_months;plan_type;payment_method;total_watch_hours;hbo_original_share;support_tickets;satisfaction_score;monthly_fee;total_revenue;churn;device_type;active_profiles;main_genre;sessions_per_week;avg_session_min;used_trial;has_discount;months_paused;region;tenure_segment;low_usage;high_original;revenue_per_month;engagement_ratio;at_risk_service
21;Anual (12.99/mes);Apple Pay/Google Pay;22.1;0.312;3;3;11.67;245.07;0;Smart TV;3;Drama;3.2;47.5;1;0;0;España;Consolidado (13-24m);0;0;11.67;1.606;0
18;Mensual (14.99);Tarjeta;13.7;0.155;1;4;13.02;234.36;0;Smart TV;5;Drama;3.566666666666667;45.5;0;0;0;España;Consolidado (13-24m);0;0;13.02;0.893;0
5;Mensual (14.99);Tarjeta;23.5;0.346;0;5;15.89;79.45;0;Tablet;4;Acción;3.933333333333333;55.4;1;1;2;Otros LATAM;Nuevo (1-6m);0;0;15.89;1.389;0
3;Anual (12.99/mes);Apple Pay/Google Pay;22.3;0.335;0;4;12.34;37.02;0;Ordenador;1;Drama;4.3;52.0;1;1;0;Chile;Nuevo (1-6m);0;0;12.34;1.206;0
23;Mensual (14.99);Tarjeta;16.7;0.256;2;3;14.97;344.31;0;Smart TV;1;Thriller;3.5;45.6;1;0;0;España;Consolidado (13-24m);0;0;14.97;1.11;0
26;Mensual (14.99);Tarjeta;18.2;0.283;2;3;13.98;363.48;1;Ordenador;2;Drama;2.7;61.3;1;0;0;España;Fiel (25-36m);0;0;13.98;1.568;0
24;Mensual (14.99);Tarjeta;36.7;0.156;1;4;14.74;353.76;0;Smart TV;1;Documental;2.46;70.7;1;0;2;Argentina;Consolidado (13-24m);0;0;14.74;3.469;0
19;Mensual (14.99);Tarjeta;18.9;0.54;0;3;15.63;296.97;0;Smart TV;2;Acción;2.22;75.80100000000002;1;0;0;Argentina;Consolidado (13-24m);0;1;15.63;1.98;0
25;Mensual (14.99);Tarjeta;2.4;0.201;0;3;14.57;364.25;0;Móvil;2;Familiar;1.98;28.8;0;0;1;España;Fiel (25-36m);1;0;14.57;0.282;0
21;Mensual (14.99);Tarjeta;15.7;0.201;3;4;16.01;336.21;0;Ordenador;2;Drama;1.74;50.4;1;0;3;Chile;Consolidado (13-24m);0;0;16.01;2.098;0
12;Mensual (14.99);Apple Pay/Google Pay;11.2;0.302;1;4;15.1;181.2;0;Móvil;3;Documental;1.5;52.6;1;0;0;España;En desarrollo (7-12m);0;0;15.1;1.736;0
33;Mensual (14.99);PayPal;12.6;0.264;0;3;15.01;495.33;1;Tablet;2;Familiar;4.0;49.7;1;1;1;Colombia;Fiel (25-36m);0;0;15.01;0.733;0
4;Mensual (14.99);PayPal;25.7;0.498;0;4;15.24;60.96;0;Móvil;4;Familiar;3.3;69.6;1;0;0;Chile;Nuevo (1-6m);0;0;15.24;1.811;0
7;Mensual (14.99);Tarjeta;27.1;0.469;1;4;15.2;106.4;0;Smart TV;3;Drama;4.0;51.2;1;0;0;España;En desarrollo (7-12m);0;0;15.2;1.576;0
22;Anual (12.99/mes);PayPal;13.3;0.37;2;3;13.46;296.12;0;Smart TV;2;Acción;3.5;75.80100000000002;1;1;0;México;Consolidado (13-24m);0;0;13.46;0.884;0
33;Familia (19.99/mes);PayPal;15.6;0.6;2;2;19.84;654.72;0;Ordenador;2;Drama;3.0;59.5;1;0;2;España;Fiel (25-36m);0;1;19.84;1.209;0
17;Familia (19.99/mes);PayPal;14.4;0.53;1;3;19.28;327.76;0;Smart TV;1;Acción;2.7333333333333334;21.6;1;0;0;Colombia;Consolidado (13-24m);0;1;19.28;1.225;0
24;Mensual (14.99);Tarjeta;32.1;0.433;1;5;16.01;384.24;0;Ordenador;3;Documental;2.466666666666667;52.4;1;0;0;Argentina;Consolidado (13-24m);0;0;16.01;3.026;0
34;Mensual (14.99);Tarjeta;27.4;0.177;1;3;15.78;536.52;0;Ordenador;3;Drama;2.2;38.1;1;0;0;México;Fiel (25-36m);0;0;15.78;2.896;0
28;Mensual (14.99);Apple Pay/Google Pay;25.4;0.742;1;3;15.28;427.84;0;Smart TV;2;Comedia;3.5;66.9;1;0;0;España;Fiel (25-36m);0;1;15.28;1.688;0
22;Mensual (14.99);PayPal;11.7;0.26;1;4;15.75;346.5;0;Ordenador;1;Drama;1.8;44.6;1;1;0;España;Consolidado (13-24m);0;0;15.75;1.512;0
17;Mensual (14.99);PayPal;6.3;0.505;2;3;14.02;238.34;1;Smart TV;3;Comedia;7.8;34.3;1;0;0;Argentina;Consolidado (13-24m);1;1;14.02;0.188;0
34;Anual (12.99/mes);PayPal;29.8;0.701;0;4;12.18;414.12;0;Ordenador;3;Thriller;4.0;48.7;1;0;0;Argentina;Fiel (25-36m);0;1;12.18;1.733;0
6;Mensual (14.99);Tarjeta;35.4;0.384;0;4;15.43;92.58;0;Móvil;2;Acción;4.4;40.3;1;0;0;México;Nuevo (1-6m);0;0;15.43;1.871;0
6;Mensual (14.99);PayPal;5.9;0.148;0;2;13.94;83.64;0;Móvil;3;Acción;4.35;27.8;0;1;1;España;Nuevo (1-6m);1;0;13.94;0.315;0
34;Familia (19.99/mes);Tarjeta;37.9;0.446;2;5;21.43;728.62;0;Smart TV;3;Documental;4.3;27.8;1;0;0;España;Fiel (25-36m);0;0;21.43;2.05;0
1;Mensual (14.99);PayPal;19.2;0.186;1;3;14.44;14.44;0;Smart TV;1;Thriller;2.0;58.0;1;0;0;España;Nuevo (1-6m);0;0;14.44;2.233;0
10;Mensual (14.99);Apple Pay/Google Pay;21.3;0.201;0;5;13.81;138.1;0;Tablet;1;Familiar;2.0;40.3;1;0;0;Chile;En desarrollo (7-12m);0;0;13.81;2.477;0
21;Mensual (14.99);PayPal;9.5;0.739;1;3;14.4;302.4;0;Tablet;3;Comedia;2.04;61.7;1;1;2;España;Consolidado (13-24m);1;1;14.4;1.083;0
5;Mensual (14.99);Tarjeta;5.8;0.225;0;3;14.27;71.35;0;Tablet;2;Thriller;2.08;15.1;0;0;0;México;Nuevo (1-6m);1;0;14.27;0.648;0
2;Mensual (14.99);Tarjeta;1.9;0.03;0;3;15.08;30.16;0;Móvil;2;Drama;2.12;42.1;1;1;1;Colombia;Nuevo (1-6m);1;0;15.08;0.208;0
22;Mensual (14.99);PayPal;28.2;0.704;1;4;15.23;335.06;0;Ordenador;5;Drama;2.16;66.3;0;0;2;México;Consolidado (13-24m);0;1;15.23;3.036;0
2;Mensual (14.99);Apple Pay/Google Pay;19.3;0.413;0;4;14.26;28.52;0;Móvil;3;Thriller;2.2;56.1;1;1;0;España;Nuevo (1-6m);0;0;14.26;2.04;0
10;Anual (12.99/mes);PayPal;23.7;0.396;2;4;13.0;130.0;0;Tablet;1;Acción;1.0;54.5;0;0;1;Colombia;En desarrollo (7-12m);0;0;13.0;5.512;0
34;Anual (12.99/mes);Tarjeta;29.1;0.401;0;4;12.35;419.9;0;Tablet;2;Drama;5.6;53.5;0;1;1;España;Fiel (25-36m);0;0;12.35;1.208;0
16;Familia (19.99/mes);Tarjeta;19.2;0.456;0;3;20.81;332.96;0;Ordenador;3;Acción;1.0;26.1;0;1;0;México;Consolidado (13-24m);0;0;20.81;4.465;0
22;Anual (12.99/mes);PayPal;33.5;0.588;0;5;12.14;267.08;0;Móvil;1;Comedia;2.4;52.6;1;1;0;Colombia;Consolidado (13-24m);0;1;12.14;3.246;0
12;Mensual (14.99);PayPal;13.4;0.199;1;4;16.18;194.16;0;Tablet;1;Acción;1.7999999999999998;61.2;1;1;1;México;En desarrollo (7-12m);0;0;16.18;1.731;0
24;Mensual (14.99);Apple Pay/Google Pay;16.7;0.371;1;4;14.94;358.56;0;Tablet;1;Drama;1.2;31.0;0;1;0;España;Consolidado (13-24m);0;0;14.94;3.236;0
10;Mensual (14.99);Tarjeta;12.8;0.061;0;4;15.54;155.4;0;Móvil;2;Drama;2.466666666666667;28.6;1;1;2;España;En desarrollo (7-12m);0;0;15.54;1.207;0
35;Mensual (14.99);PayPal;26.7;0.411;1;4;14.04;491.4;0;Smart TV;1;Documental;3.7333333333333334;57.4;1;0;0;Otros LATAM;Fiel (25-36m);0;0;14.04;1.663;0
32;Anual (12.99/mes);Tarjeta;28.9;0.605;0;5;12.8;409.6;0;Smart TV;2;Thriller;5.0;48.1;1;0;0;España;Fiel (25-36m);0;1;12.8;1.344;0
7;Anual (12.99/mes);PayPal;16.4;0.339;1;3;14.56;101.92;0;Móvil;2;Drama;1.4;31.6;1;0;0;España;En desarrollo (7-12m);0;0;14.56;2.724;0
21;Mensual (14.99);Apple Pay/Google Pay;8.9;0.851;0;1;14.56;305.76;0;Smart TV;2;Acción;2.25;72.7;1;0;0;México;Consolidado (13-24m);1;1;14.56;0.92;0
20;Mensual (14.99);Tarjeta;29.8;0.25;3;4;15.29;305.8;0;Ordenador;1;Thriller;3.1;38.8;1;0;1;Argentina;Consolidado (13-24m);0;0;15.29;2.236;0
26;Mensual (14.99);Tarjeta;13.0;0.281;1;2;14.67;381.42;0;Smart TV;4;Drama;3.6;56.2;0;0;0;México;Fiel (25-36m);0;0;14.67;0.84;0
4;Familia (19.99/mes);PayPal;16.8;0.314;0;3;19.62;78.48;0;Smart TV;1;Documental;8.2;16.0;1;0;0;España;Nuevo (1-6m);0;0;19.62;0.476;0
22;Mensual (14.99);PayPal;11.4;0.686;0;2;15.96;351.12;0;Móvil;4;Drama;2.5;49.1;0;0;0;España;Consolidado (13-24m);0;1;15.96;1.06;0
15;Anual (12.99/mes);Tarjeta;22.3;0.246;2;3;14.11;211.65;0;Smart TV;1;Documental;6.05;35.5;1;0;0;Argentina;Consolidado (13-24m);0;0;14.11;0.857;0
21;Anual (12.99/mes);Tarjeta;13.8;0.717;1;3;11.49;241.29;0;Smart TV;2;Comedia;9.6;54.0;1;0;0;Otros LATAM;Consolidado (13-24m);0;1;11.49;0.334;0
15;Familia (19.99/mes);PayPal;25.6;0.035;3;4;19.55;293.25;0;Móvil;3;Familiar;7.75;64.3;1;0;0;España;Consolidado (13-24m);0;0;19.55;0.768;0
22;Anual (12.99/mes);Apple Pay/Google Pay;15.5;0.774;2;1;12.17;267.74;0;Ordenador;2;Acción;5.9;63.8;0;0;0;Chile;Consolidado (13-24m);0;1;12.17;0.611;0
28;Anual (12.99/mes);Tarjeta;24.3;0.258;0;5;13.25;371.0;0;Móvil;1;Drama;4.05;43.5;1;0;0;España;Fiel (25-36m);0;0;13.25;1.395;0
14;Mensual (14.99);Apple Pay/Google Pay;12.6;0.451;0;3;15.35;214.9;0;Smart TV;3;Acción;2.2;56.1;1;0;0;España;Consolidado (13-24m);0;0;15.35;1.332;0
27;Mensual (14.99);Tarjeta;29.8;0.769;1;5;14.38;388.26;0;Móvil;1;Familiar;6.2;75.80100000000002;1;0;0;España;Fiel (25-36m);0;1;14.38;1.118;0
28;Mensual (14.99);Tarjeta;16.0;0.823;2;2;14.55;407.4;0;Ordenador;1;Drama;4.75;43.6;1;1;0;México;Fiel (25-36m);0;1;14.55;0.783;0
26;Mensual (14.99);Tarjeta;20.7;0.328;1;3;15.13;393.38;0;Smart TV;1;Drama;3.3;43.1;1;0;0;México;Fiel (25-36m);0;0;15.13;1.459;0
2;Familia (19.99/mes);Apple Pay/Google Pay;10.5;0.517;2;2;19.78;39.56;0;Smart TV;2;Thriller;2.0;29.1;0;0;0;España;Nuevo (1-6m);0;1;19.78;1.221;0
25;Mensual (14.99);Tarjeta;19.9;0.338;1;3;15.74;393.5;1;Móvil;2;Documental;0.7;51.0;1;1;1;España;Fiel (25-36m);0;0;15.74;6.611;0
3;Anual (12.99/mes);PayPal;10.8;0.24;0;4;12.4;37.2;1;Móvil;2;Acción;0.9;37.7;1;0;1;Argentina;Nuevo (1-6m);0;0;12.4;2.791;0
8;Mensual (14.99);Tarjeta;19.6;0.654;2;2;15.42;123.36;0;Móvil;1;Acción;1.3333333333333335;34.7;1;0;0;España;En desarrollo (7-12m);0;1;15.42;3.419;0
33;Mensual (14.99);Apple Pay/Google Pay;12.3;0.392;1;3;14.82;489.06;0;Móvil;3;Drama;1.7666666666666668;16.8;0;1;0;México;Fiel (25-36m);0;0;14.82;1.619;0
35;Familia (19.99/mes);Apple Pay/Google Pay;18.8;0.648;0;4;20.86;730.1;0;Smart TV;1;Familiar;2.2;30.3;1;0;0;Colombia;Fiel (25-36m);0;1;20.86;1.987;0
6;Mensual (14.99);PayPal;23.7;0.85;2;4;15.27;91.62;1;Móvil;4;Acción;3.5;31.9;1;1;1;España;Nuevo (1-6m);0;1;15.27;1.575;0
23;Mensual (14.99);Apple Pay/Google Pay;9.0;0.706;0;2;13.88;319.24;0;Smart TV;1;Acción;1.3;63.9;1;0;0;México;Consolidado (13-24m);1;1;13.88;1.61;0
25;Mensual (14.99);PayPal;19.7;0.41;0;3;14.18;354.5;0;Smart TV;4;Acción;1.84;42.1;1;0;0;Colombia;Fiel (25-36m);0;0;14.18;2.49;0
19;Anual (12.99/mes);Apple Pay/Google Pay;23.3;0.655;0;3;12.18;231.42;0;Smart TV;1;Drama;2.38;31.8;0;1;0;México;Consolidado (13-24m);0;1;12.18;2.277;0
5;Mensual (14.99);Tarjeta;23.2;0.537;0;4;14.8;74.0;0;Móvil;3;Drama;2.92;70.6;1;0;0;México;Nuevo (1-6m);0;1;14.8;1.848;0
11;Mensual (14.99);Tarjeta;35.3;0.359;0;5;14.73;162.03;0;Tablet;1;Comedia;3.46;56.2;1;0;0;Otros LATAM;En desarrollo (7-12m);0;0;14.73;2.373;0
12;Mensual (14.99);PayPal;14.0;0.541;2;2;15.08;180.96;1;Smart TV;3;Documental;4.0;31.4;1;0;0;Argentina;En desarrollo (7-12m);0;1;15.08;0.814;0
10;Anual (12.99/mes);Tarjeta;20.0;0.282;2;3;14.13;141.3;0;Móvil;2;Documental;0.9;50.2;0;0;0;México;En desarrollo (7-12m);0;0;14.13;5.168;0
8;Anual (12.99/mes);Tarjeta;34.0;0.22;2;5;13.47;107.76;0;Smart TV;2;Comedia;2.4;63.8;0;1;0;España;En desarrollo (7-12m);0;0;13.47;3.295;0
24;Mensual (14.99);Tarjeta;9.0;0.814;2;1;14.83;355.92;0;Smart TV;3;Comedia;1.9;36.7;1;0;0;España;Consolidado (13-24m);1;1;14.83;1.102;0
28;Mensual (14.99);Tarjeta;1.6;0.452;0;3;14.48;405.44;0;Smart TV;1;Comedia;2.7333333333333334;48.0;1;0;0;México;Fiel (25-36m);1;0;14.48;0.136;0
36;Anual (12.99/mes);PayPal;24.3;0.173;1;4;13.79;496.44;0;Móvil;1;Thriller;3.566666666666667;18.4;1;0;3;España;Fiel (25-36m);0;0;13.79;1.584;0
21;Mensual (14.99);Tarjeta;28.3;0.235;4;3;15.53;326.13;0;Smart TV;3;Acción;4.4;52.9;1;0;0;México;Consolidado (13-24m);0;0;15.53;1.496;0
8;Mensual (14.99);Apple Pay/Google Pay;3.1;0.431;3;1;16.49;131.92;1;Ordenador;3;Drama;3.9;74.7;1;0;0;Argentina;En desarrollo (7-12m);1;0;16.49;0.185;1
9;Mensual (14.99);Apple Pay/Google Pay;17.4;0.374;0;3;15.63;140.67;0;Móvil;5;Acción;3.2;64.3;0;1;0;Otros LATAM;En desarrollo (7-12m);0;0;15.63;1.265;0
15;Anual (12.99/mes);Apple Pay/Google Pay;11.9;0.31;2;2;12.87;193.05;0;Smart TV;1;Thriller;2.9111111111111114;43.3;1;1;0;España;Consolidado (13-24m);0;0;12.87;0.951;0
18;Mensual (14.99);Tarjeta;22.5;0.521;0;3;15.74;283.32;0;Smart TV;1;Thriller;2.6222222222222222;33.6;0;1;1;España;Consolidado (13-24m);0;1;15.74;1.995;0
20;Mensual (14.99);Tarjeta;19.7;0.414;0;2;16.43;328.6;0;Móvil;1;Comedia;2.3333333333333335;50.0;1;1;0;Argentina;Consolidado (13-24m);0;0;16.43;1.963;0
6;Anual (12.99/mes);Apple Pay/Google Pay;30.5;0.378;2;3;12.57;75.42;0;Tablet;3;Drama;2.0444444444444443;69.1;0;0;0;España;Nuevo (1-6m);0;0;12.57;3.469;0
12;Mensual (14.99);Apple Pay/Google Pay;9.2;0.489;2;3;14.38;172.56;1;Ordenador;1;Documental;1.7555555555555555;41.2;0;0;0;España;En desarrollo (7-12m);1;0;14.38;1.219;0
2;Mensual (14.99);PayPal;23.1;0.421;0;5;14.15;28.3;0;Smart TV;1;Comedia;1.4666666666666668;45.9;1;0;1;España;Nuevo (1-6m);0;0;14.15;3.663;0
7;Mensual (14.99);Tarjeta;25.0;0.645;1;2;14.88;104.16;0;Ordenador;1;Acción;1.1777777777777776;30.3;0;0;0;Argentina;En desarrollo (7-12m);0;1;14.88;4.936;0
16;Anual (12.99/mes);PayPal;20.4;0.556;1;2;12.58;201.28;0;Móvil;4;Drama;0.8888888888888888;35.0;0;0;0;México;Consolidado (13-24m);0;1;12.58;5.337;0
3;Familia (19.99/mes);PayPal;3.9;0.223;0;3;19.92;59.76;0;Smart TV;2;Comedia;0.6;40.5;0;0;0;España;Nuevo (1-6m);1;0;19.92;1.512;0
3;Mensual (14.99);Tarjeta;23.3;0.03;0;5;14.81;44.43;0;Móvil;1;Acción;2.0;40.1;1;0;0;España;Nuevo (1-6m);0;0;14.81;2.709;0
27;Mensual (14.99);PayPal;14.2;0.559;2;2;15.42;416.34;0;Smart TV;2;Drama;2.6999999999999997;34.0;1;0;0;México;Fiel (25-36m);0;1;15.42;1.223;0
33;Mensual (14.99);Apple Pay/Google Pay;6.1;0.197;2;2;15.72;518.76;0;Móvil;1;Acción;3.3999999999999995;34.6;0;0;0;España;Fiel (25-36m);1;0;15.72;0.417;0
28;Familia (19.99/mes);PayPal;23.0;0.659;1;4;20.26;567.28;1;Móvil;1;Familiar;4.1;63.3;1;0;0;México;Fiel (25-36m);0;1;20.26;1.305;0
1;Anual (12.99/mes);Tarjeta;26.1;0.311;0;5;13.16;13.16;0;Ordenador;3;Acción;4.366666666666666;53.5;1;1;0;Chile;Nuevo (1-6m);0;0;13.16;1.39;0
8;Mensual (14.99);PayPal;15.1;0.465;0;3;15.13;121.04;1;Móvil;3;Acción;4.633333333333334;59.2;1;1;0;Otros LATAM;En desarrollo (7-12m);0;0;15.13;0.758;0
32;Mensual (14.99);Apple Pay/Google Pay;26.7;0.355;1;4;14.3;457.6;0;Smart TV;2;Comedia;4.9;56.9;0;0;0;Otros LATAM;Fiel (25-36m);0;0;14.3;1.267;0
4;Anual (12.99/mes);PayPal;26.8;0.656;1;4;13.49;53.96;0;Móvil;1;Acción;3.7;59.6;0;0;0;España;Nuevo (1-6m);0;1;13.49;1.684;0
30;Mensual (14.99);PayPal;19.9;0.382;2;4;15.15;454.5;0;Smart TV;1;Drama;4.166666666666667;57.0;0;0;0;Argentina;Fiel (25-36m);0;0;15.15;1.111;0
6;Mensual (14.99);PayPal;24.8;0.544;1;3;13.16;78.96;1;Ordenador;2;Comedia;4.633333333333333;69.5;1;0;1;Otros LATAM;Nuevo (1-6m);0;1;13.16;1.245;0
19;Mensual (14.99);PayPal;27.8;0.362;0;5;15.27;290.13;0;Smart TV;2;Acción;5.1;75.80100000000002;1;0;0;Chile;Consolidado (13-24m);0;0;15.27;1.268;0
32;Mensual (14.99);PayPal;24.2;0.38;1;3;14.89;476.48;0;Móvil;4;Documental;3.6999999999999997;51.1;1;0;0;España;Fiel (25-36m);0;0;14.89;1.521;0
9;Mensual (14.99);Tarjeta;1.7;0.391;0;2;15.43;138.87;0;Smart TV;1;Acción;2.3;62.5;1;0;0;Colombia;En desarrollo (7-12m);1;0;15.43;0.172;0
12;Anual (12.99/mes);Tarjeta;0.5;0.941;0;2;13.44;161.28;0;Smart TV;2;Drama;0.6;20.0;1;0;0;México;En desarrollo (7-12m);1;1;13.44;0.194;0
11;Mensual (14.99);Tarjeta;28.5;0.562;1;4;16.03;176.33;0;Móvil;1;Acción;4.1;43.2;0;0;1;Chile;En desarrollo (7-12m);0;1;16.03;1.617;0
16;Mensual (14.99);Tarjeta;14.5;0.66;0;3;14.43;230.88;1;Smart TV;2;Drama;3.033333333333333;61.4;1;1;0;Argentina;Consolidado (13-24m);0;1;14.43;1.112;0
1;Mensual (14.99);Tarjeta;16.0;0.482;1;4;13.76;13.76;0;Tablet;2;Drama;1.9666666666666663;15.7;1;0;0;México;Nuevo (1-6m);0;0;13.76;1.892;0
21;Mensual (14.99);Tarjeta;35.1;0.453;0;5;16.11;338.31;0;Smart TV;1;Documental;0.9;67.2;1;1;0;España;Consolidado (13-24m);0;0;16.11;9.07;0
30;Mensual (14.99);Apple Pay/Google Pay;14.1;0.365;1;3;15.8;474.0;0;Smart TV;4;Familiar;3.2;19.5;1;0;0;España;Fiel (25-36m);0;0;15.8;1.025;0
13;Mensual (14.99);Tarjeta;18.9;0.618;1;2;14.45;187.85;1;Móvil;1;Acción;3.3000000000000003;71.3;0;0;1;México;Consolidado (13-24m);0;1;14.45;1.332;0
34;Anual (12.99/mes);Tarjeta;20.1;0.415;0;4;12.62;429.08;0;Tablet;1;Familiar;3.4;75.80100000000002;1;0;0;México;Fiel (25-36m);0;0;12.62;1.375;0
4;Mensual (14.99);Tarjeta;18.3;0.567;1;3;15.07;60.28;0;Móvil;3;Comedia;3.5;17.4;0;0;3;España;Nuevo (1-6m);0;1;15.07;1.216;0
28;Mensual (14.99);PayPal;30.8;0.452;0;4;15.02;420.56;0;Tablet;1;Acción;2.9;55.0;0;0;0;México;Fiel (25-36m);0;0;15.02;2.47;0
31;Mensual (14.99);Tarjeta;17.0;0.769;2;2;14.28;442.68;0;Smart TV;1;Comedia;0.8;46.5;1;0;0;México;Fiel (25-36m);0;1;14.28;4.942;0
27;Mensual (14.99);Tarjeta;25.8;0.25;0;5;15.59;420.93;0;Smart TV;5;Thriller;0.8875000000000001;61.9;1;0;0;México;Fiel (25-36m);0;0;15.59;6.761;0
5;Anual (12.99/mes);Tarjeta;20.6;0.264;2;4;13.15;65.75;0;Smart TV;1;Documental;0.9750000000000001;44.3;0;0;0;Argentina;Nuevo (1-6m);0;0;13.15;4.914;0
25;Mensual (14.99);Apple Pay/Google Pay;27.7;0.278;1;4;13.87;346.75;0;Móvil;1;Thriller;1.0625;43.5;1;0;1;España;Fiel (25-36m);0;0;13.87;6.063;0
3;Familia (19.99/mes);Apple Pay/Google Pay;9.0;0.559;0;1;20.04;60.12;0;Móvil;1;Documental;1.15;59.2;1;1;0;España;Nuevo (1-6m);1;1;20.04;1.82;0
33;Mensual (14.99);Apple Pay/Google Pay;2.0;0.437;1;3;15.49;511.17;0;Smart TV;1;Documental;1.2375;63.6;1;0;0;México;Fiel (25-36m);1;0;15.49;0.376;0
4;Anual (12.99/mes);Tarjeta;20.2;0.323;0;5;12.55;50.2;0;Móvil;5;Acción;1.325;22.7;0;0;0;España;Nuevo (1-6m);0;0;12.55;3.545;0
25;Mensual (14.99);PayPal;13.2;0.391;0;3;14.8;370.0;0;Ordenador;1;Drama;1.4125;61.3;1;0;1;Colombia;Fiel (25-36m);0;0;14.8;2.173;0
20;Anual (12.99/mes);PayPal;31.7;0.613;0;5;13.1;262.0;0;Móvil;3;Drama;1.5;56.0;1;0;0;México;Consolidado (13-24m);0;1;13.1;4.915;0
34;Mensual (14.99);Tarjeta;19.3;0.367;0;3;13.46;457.64;0;Ordenador;3;Thriller;2.1666666666666665;42.2;0;0;0;México;Fiel (25-36m);0;0;13.46;2.072;0
26;Mensual (14.99);Tarjeta;21.8;0.344;1;4;14.83;385.58;0;Smart TV;2;Documental;2.833333333333333;22.1;1;1;0;México;Fiel (25-36m);0;0;14.83;1.789;0
5;Anual (12.99/mes);Tarjeta;17.5;0.36;2;3;13.25;66.25;0;Móvil;4;Thriller;3.5;38.9;0;0;0;Argentina;Nuevo (1-6m);0;0;13.25;1.163;0
35;Anual (12.99/mes);PayPal;14.8;0.643;1;3;13.08;457.8;0;Smart TV;1;Drama;6.9;51.1;1;0;0;Argentina;Fiel (25-36m);0;1;13.08;0.499;0
28;Mensual (14.99);Tarjeta;20.5;0.361;0;3;16.07;449.96;0;Smart TV;2;Comedia;0.8;13.799000000000001;0;0;1;Argentina;Fiel (25-36m);0;0;16.07;5.959;0
29;Mensual (14.99);Tarjeta;28.1;0.443;1;3;15.57;451.53;0;Ordenador;1;Documental;1.5;58.2;1;0;1;España;Fiel (25-36m);0;0;15.57;4.357;0
9;Mensual (14.99);Tarjeta;17.5;0.131;2;3;14.66;131.94;0;Ordenador;3;Acción;2.1999999999999997;41.8;1;0;1;Colombia;En desarrollo (7-12m);0;0;14.66;1.85;0
6;Anual (12.99/mes);PayPal;16.9;0.499;3;2;12.92;77.52;0;Tablet;1;Comedia;2.9;75.0;0;1;1;Colombia;Nuevo (1-6m);0;0;12.92;1.355;1
19;Mensual (14.99);Apple Pay/Google Pay;26.4;0.313;1;4;15.27;290.13;0;Tablet;4;Acción;5.3;49.7;1;1;0;Argentina;Consolidado (13-24m);0;0;15.27;1.158;0
11;Mensual (14.99);PayPal;6.5;0.075;1;3;12.86;141.46;0;Tablet;2;Acción;4.666666666666666;26.0;1;1;0;Chile;En desarrollo (7-12m);1;0;12.86;0.324;0
2;Anual (12.99/mes);PayPal;29.5;0.523;1;5;11.72;23.44;0;Smart TV;1;Acción;4.033333333333333;57.9;0;0;0;España;Nuevo (1-6m);0;1;11.72;1.701;0
9;Familia (19.99/mes);Tarjeta;13.5;0.587;2;3;19.96;179.64;0;Smart TV;1;Familiar;3.4;47.9;1;0;0;España;En desarrollo (7-12m);0;1;19.96;0.923;0
21;Mensual (14.99);Tarjeta;27.6;0.738;0;4;16.43;345.03;0;Ordenador;3;Thriller;6.0;44.0;0;0;0;España;Consolidado (13-24m);0;1;16.43;1.07;0
24;Anual (12.99/mes);Tarjeta;22.4;0.239;0;5;12.82;307.68;0;Smart TV;4;Documental;8.6;73.3;1;1;0;Argentina;Consolidado (13-24m);0;0;12.82;0.606;0
34;Anual (12.99/mes);Apple Pay/Google Pay;3.3;0.57;0;3;13.8;469.2;0;Smart TV;5;Thriller;10.2;31.0;1;0;0;Colombia;Fiel (25-36m);1;1;13.8;0.075;0
22;Mensual (14.99);Apple Pay/Google Pay;20.1;0.534;1;3;13.84;304.48;0;Móvil;4;Thriller;8.966666666666667;62.6;1;0;0;Argentina;Consolidado (13-24m);0;1;13.84;0.521;0
3;Mensual (14.99);PayPal;30.5;0.347;0;5;14.61;43.83;0;Móvil;2;Drama;6.733333333333333;45.0;1;0;0;España;Nuevo (1-6m);0;0;14.61;1.053;0
12;Anual (12.99/mes);Tarjeta;17.6;0.242;1;3;12.4;148.8;0;Smart TV;4;Comedia;4.5;51.7;1;0;0;Argentina;En desarrollo (7-12m);0;0;12.4;0.91;0
28;Mensual (14.99);Tarjeta;18.3;0.27;4;1;15.22;426.16;0;Ordenador;2;Acción;3.75;60.1;0;0;1;España;Fiel (25-36m);0;0;15.22;1.135;1
30;Familia (19.99/mes);Tarjeta;13.9;0.228;3;2;20.69;620.7;0;Tablet;1;Drama;3.0;21.5;1;0;0;España;Fiel (25-36m);0;0;20.69;1.078;1
26;Mensual (14.99);Apple Pay/Google Pay;29.6;0.444;1;4;14.82;385.32;0;Ordenador;1;Drama;2.4;48.2;0;0;0;España;Fiel (25-36m);0;0;14.82;2.868;0
21;Mensual (14.99);PayPal;16.3;0.652;3;2;14.68;308.28;0;Smart TV;2;Drama;3.04;48.3;1;0;0;España;Consolidado (13-24m);0;1;14.68;1.247;1
28;Familia (19.99/mes);Apple Pay/Google Pay;34.3;0.252;1;4;21.08;590.24;0;Smart TV;1;Acción;3.6799999999999997;40.2;1;0;0;México;Fiel (25-36m);0;0;21.08;2.168;0
26;Anual (12.99/mes);PayPal;29.2;0.371;0;5;14.74;383.24;0;Smart TV;1;Drama;4.319999999999999;32.3;0;0;0;México;Fiel (25-36m);0;0;14.74;1.572;0
