subscriber_id;tenure_months;plan_type;payment_method;total_watch_hours;hbo_original_share;support_tickets;satisfaction_score;monthly_fee;total_revenue;churn;device_type;active_profiles;main_genre;sessions_per_week;avg_session_min;used_trial;has_discount;months_paused;region
6352;11;Mensual (14.99);PayPal;15.5;0.054;1;4;14.15;155.65;0;Smart TV;1.0;Documental;4.7;45.1;0.0;1.0;3.0;Argentina
6353;32;Mensual (14.99);PayPal;15.8;0.334;2;3;15.19;486.08;0;Ordenador;4.0;Acción;2.1;38.3;1.0;1.0;0.0;México
6354;2;Familia (19.99/mes);Tarjeta;19.7;0.537;1;3;20.18;40.36;1;Smart TV;2.0;Comedia;1.9;48.9;0.0;0.0;0.0;Chile
6355;14;Anual (12.99/mes);PayPal;22.4;0.413;1;3;12.98;181.72;0;Móvil;1.0;Drama;3.8;60.0;1.0;0.0;0.0;México
6356;20;Anual (12.99/mes);Tarjeta;21.9;0.313;2;3;13.92;278.4;0;Smart TV;1.0;Drama;2.5;50.4;1.0;0.0;0.0;España
6357;22;Mensual (14.99);PayPal;11.0;0.25;2;2;13.97;307.34;0;Ordenador;2.0;Documental;4.5;52.5;1.0;1.0;0.0;Argentina
6358;11;Familia (19.99/mes);Tarjeta;27.2;0.312;3;5;20.88;229.68;0;Móvil;5.0;Acción;1.5;30.3;0.0;0.0;0.0;México
6359;27;Mensual (14.99);Tarjeta;17.7;0.33;2;4;14.71;397.17;0;Tablet;4.0;Thriller;1.1;18.4;1.0;0.0;0.0;Argentina
6360;3;Mensual (14.99);PayPal;12.6;0.294;0;5;15.34;46.02;1;Smart TV;5.0;Acción;2.7;51.3;1.0;1.0;0.0;España
6361;17;Mensual (14.99);Tarjeta;16.3;0.442;1;4;14.87;252.79;0;Móvil;2.0;Drama;5.0;56.2;0.0;0.0;0.0;Otros LATAM
6362;28;Mensual (14.99);PayPal;28.1;0.794;1;4;16.17;452.76;0;Móvil;3.0;Acción;1.5;54.5;0.0;0.0;0.0;Argentina
6363;29;Mensual (14.99);Tarjeta;21.5;0.455;0;3;14.28;414.12;0;Ordenador;2.0;Drama;1.5;46.3;0.0;0.0;0.0;México
6364;21;Mensual (14.99);Tarjeta;22.2;0.691;0;3;13.8;289.8;0;Móvil;1.0;Familiar;4.9;61.6;1.0;0.0;0.0;México
6365;16;Mensual (14.99);PayPal;10.6;0.352;0;4;15.56;248.96;0;Móvil;1.0;Drama;2.4;24.9;1.0;1.0;0.0;México
6366;20;Mensual (14.99);PayPal;21.1;0.096;0;5;15.11;302.2;0;Tablet;1.0;Comedia;0.9;41.4;1.0;0.0;0.0;Chile
6367;6;Mensual (14.99);Apple Pay/Google Pay;28.0;0.429;1;5;15.27;91.62;0;Smart TV;1.0;Acción;11.2;55.1;0.0;0.0;0.0;Otros LATAM
6368;19;Familia (19.99/mes);PayPal;5.6;0.228;1;3;20.99;398.81;0;Móvil;3.0;Comedia;2.9;14.5;1.0;0.0;0.0;Chile
6369;5;Familia (19.99/mes);Tarjeta;16.9;0.749;1;2;20.18;100.9;0;Móvil;3.0;Comedia;8.1;44.2;0.0;0.0;0.0;México
6370;3;Mensual (14.99);Apple Pay/Google Pay;25.0;0.009;0;4;14.77;44.31;0;Smart TV;2.0;Thriller;3.6;34.2;0.0;0.0;0.0;España
6371;1;Anual (12.99/mes);Tarjeta;21.3;0.421;1;4;12.97;12.97;0;Móvil;2.0;Drama;2.0;51.0;1.0;0.0;0.0;Argentina
6372;15;Anual (12.99/mes);Tarjeta;11.8;0.752;0;3;14.56;218.4;0;Smart TV;1.0;Drama;1.1;56.8;1.0;0.0;0.0;México
6373;34;Mensual (14.99);Tarjeta;23.2;0.316;0;5;15.25;518.5;0;Móvil;1.0;Thriller;2.4;55.6;1.0;0.0;0.0;España
6374;35;Mensual (14.99);Tarjeta;10.7;0.17;2;2;15.61;546.35;0;Móvil;2.0;Familiar;3.0;42.7;1.0;0.0;0.0;Chile
6375;25;Anual (12.99/mes);PayPal;13.1;0.427;0;4;12.35;308.75;0;Ordenador;1.0;Acción;8.4;35.1;1.0;0.0;0.0;España
6376;24;Familia (19.99/mes);Tarjeta;13.9;0.519;1;3;20.67;496.08;0;Smart TV;2.0;Familiar;1.8;36.3;0.0;1.0;0.0;España
6377;12;Mensual (14.99);PayPal;32.3;0.524;2;3;14.67;176.04;0;Smart TV;4.0;Acción;7.4;49.2;1.0;0.0;1.0;Argentina
6378;18;Mensual (14.99);Tarjeta;6.6;0.609;1;3;13.6;244.8;0;Móvil;3.0;Comedia;3.7;53.6;0.0;1.0;0.0;Otros LATAM
6379;15;Mensual (14.99);Tarjeta;7.2;0.429;0;3;15.16;227.4;0;Móvil;3.0;Comedia;2.3;62.6;1.0;0.0;0.0;Argentina
6380;16;Mensual (14.99);Tarjeta;22.3;0.766;1;4;15.09;241.44;0;Smart TV;1.0;Familiar;2.8;31.4;1.0;1.0;0.0;Colombia
6381;27;Anual (12.99/mes);PayPal;20.8;0.129;0;5;13.28;358.56;0;Móvil;1.0;Drama;3.6;43.8;0.0;0.0;0.0;Chile
6382;8;Anual (12.99/mes);Tarjeta;16.2;0.31;0;4;12.78;102.24;0;Smart TV;1.0;Acción;2.6;44.2;1.0;0.0;2.0;España
6383;25;Mensual (14.99);Apple Pay/Google Pay;20.1;0.237;2;3;15.83;395.75;0;Móvil;3.0;Comedia;7.3;43.7;1.0;0.0;0.0;Argentina
6384;17;Familia (19.99/mes);Tarjeta;11.5;0.8;0;1;20.24;344.08;0;Smart TV;2.0;Drama;1.7;49.0;1.0;1.0;3.0;México
6385;29;Mensual (14.99);Tarjeta;20.7;0.771;0;3;14.72;426.88;0;Móvil;1.0;Comedia;2.9;48.0;1.0;0.0;0.0;Colombia
6386;8;Familia (19.99/mes);PayPal;21.7;0.394;0;2;20.85;166.8;0;Ordenador;5.0;Documental;1.6;32.7;1.0;0.0;0.0;Colombia
6387;15;Mensual (14.99);Apple Pay/Google Pay;29.7;0.238;0;5;15.28;229.2;0;Ordenador;2.0;Thriller;4.6;29.1;1.0;1.0;0.0;México
6388;27;Mensual (14.99);Tarjeta;35.3;0.173;0;5;15.11;407.97;0;Móvil;2.0;Acción;1.7;52.8;1.0;1.0;0.0;Colombia
6389;7;Mensual (14.99);PayPal;17.9;0.455;1;3;14.61;102.27;0;Móvil;5.0;Drama;2.7;31.2;1.0;0.0;2.0;México
6390;3;Mensual (14.99);Apple Pay/Google Pay;9.8;0.772;0;4;16.57;49.71;0;Ordenador;1.0;Documental;9.1;58.7;0.0;1.0;0.0;Argentina
6391;29;Mensual (14.99);Apple Pay/Google Pay;23.1;0.154;0;5;14.2;411.8;0;Móvil;2.0;Documental;2.5;33.6;1.0;0.0;0.0;España
6392;24;Mensual (14.99);PayPal;18.9;0.182;0;5;14.71;353.04;0;Móvil;3.0;Acción;2.5;39.4;1.0;1.0;0.0;España
6393;3;Mensual (14.99);PayPal;18.6;0.04;0;4;14.71;44.13;0;Ordenador;4.0;Comedia;0.8;35.6;1.0;0.0;0.0;Colombia
6394;20;Anual (12.99/mes);Tarjeta;7.1;0.409;1;3;12.84;256.8;0;Ordenador;3.0;Documental;0.7;65.4;1.0;1.0;0.0;España
6395;15;Mensual (14.99);Apple Pay/Google Pay;20.8;0.51;1;3;15.47;232.05;0;Móvil;1.0;Documental;4.4;73.1;0.0;1.0;2.0;México
6396;25;Mensual (14.99);Tarjeta;23.4;0.312;2;4;15.33;383.25;0;Smart TV;1.0;Comedia;4.1;45.5;0.0;0.0;2.0;Otros LATAM
6397;30;Mensual (14.99);Apple Pay/Google Pay;27.9;0.312;1;5;15.44;463.2;0;Móvil;1.0;Comedia;4.2;35.8;0.0;0.0;1.0;España
6398;14;Anual (12.99/mes);Tarjeta;16.0;0.055;0;4;12.92;180.88;0;Smart TV;1.0;Documental;1.6;37.3;1.0;0.0;0.0;Otros LATAM
6399;7;Mensual (14.99);Tarjeta;13.4;0.431;0;4;15.91;111.37;0;Móvil;3.0;Comedia;5.7;57.8;1.0;0.0;0.0;España
6400;17;Familia (19.99/mes);PayPal;15.9;0.317;0;4;19.37;329.29;0;Móvil;1.0;Drama;8.9;41.5;1.0;0.0;0.0;México
6401;20;Anual (12.99/mes);Tarjeta;27.5;0.161;0;5;12.31;246.2;0;Móvil;2.0;Comedia;2.6;64.5;1.0;0.0;0.0;México
6402;36;Mensual (14.99);Tarjeta;31.1;0.883;0;5;14.01;504.36;0;Ordenador;3.0;Thriller;4.4;43.4;1.0;0.0;1.0;España
6403;9;Mensual (14.99);PayPal;29.0;0.229;2;4;14.64;131.76;1;Smart TV;3.0;Drama;3.3;63.3;0.0;0.0;3.0;Argentina
6404;22;Mensual (14.99);PayPal;25.2;0.353;0;5;15.07;331.54;0;Móvil;3.0;Acción;3.0;42.6;1.0;1.0;0.0;España
6405;2;Mensual (14.99);PayPal;19.7;0.417;0;4;14.54;29.08;0;Móvil;1.0;Acción;3.3;31.3;0.0;1.0;0.0;Argentina
6406;24;Familia (19.99/mes);Tarjeta;21.0;0.225;0;5;19.59;470.16;0;Smart TV;2.0;Drama;2.2;22.2;1.0;0.0;0.0;México
6407;8;Familia (19.99/mes);PayPal;22.2;0.465;0;2;20.88;167.04;0;Smart TV;4.0;Comedia;8.9;52.9;1.0;0.0;0.0;España
6408;11;Mensual (14.99);Tarjeta;18.0;0.444;1;2;14.44;158.84;0;Móvil;2.0;Drama;2.6;24.2;1.0;0.0;0.0;México
6409;13;Mensual (14.99);Tarjeta;27.1;0.094;0;5;14.74;191.62;0;Smart TV;1.0;Thriller;3.0;61.7;1.0;0.0;0.0;Argentina
6410;17;Anual (12.99/mes);PayPal;6.8;0.71;1;2;13.29;225.93;0;Ordenador;1.0;Drama;0.7;29.7;1.0;0.0;0.0;España
6411;8;Mensual (14.99);Apple Pay/Google Pay;8.3;0.476;1;3;13.66;109.28;0;Tablet;4.0;Familiar;1.4;52.1;0.0;0.0;0.0;Colombia
6412;21;Mensual (14.99);Tarjeta;6.8;0.871;2;1;14.03;294.63;0;Smart TV;1.0;Drama;6.9;69.2;0.0;0.0;0.0;Argentina
6413;18;Mensual (14.99);Tarjeta;13.6;0.302;1;4;15.6;280.8;0;Móvil;3.0;Acción;4.0;57.9;1.0;0.0;1.0;Chile
6414;30;Mensual (14.99);Tarjeta;30.8;0.396;0;3;13.51;405.3;0;Smart TV;1.0;Drama;5.8;38.9;1.0;0.0;1.0;Chile
6415;18;Anual (12.99/mes);Tarjeta;10.5;0.344;0;2;11.81;212.58;0;Smart TV;1.0;Thriller;4.9;81.8;0.0;1.0;0.0;Otros LATAM
6416;31;Mensual (14.99);Tarjeta;10.8;0.274;2;2;13.66;423.46;1;Ordenador;1.0;Documental;4.1;66.8;1.0;1.0;0.0;México
6417;32;Mensual (14.99);Apple Pay/Google Pay;13.4;0.771;1;4;14.71;470.72;0;Smart TV;1.0;Drama;9.1;59.5;0.0;0.0;0.0;España
6418;11;Familia (19.99/mes);Apple Pay/Google Pay;28.9;0.5;1;5;18.97;208.67;0;Ordenador;2.0;Drama;3.7;44.7;1.0;0.0;0.0;Colombia
6419;25;Mensual (14.99);PayPal;31.5;0.673;2;3;14.31;357.75;0;Móvil;4.0;Drama;2.4;37.0;1.0;1.0;0.0;Argentina
6420;33;Familia (19.99/mes);Tarjeta;28.1;0.362;0;5;20.91;690.03;0;Móvil;2.0;Drama;1.3;80.7;1.0;0.0;0.0;México
6421;8;Mensual (14.99);PayPal;28.6;0.399;0;4;14.83;118.64;0;Smart TV;3.0;Drama;2.0;44.1;1.0;0.0;0.0;Chile
6422;11;Mensual (14.99);Tarjeta;33.2;0.705;0;4;15.17;166.87;0;Móvil;1.0;Drama;9.6;36.2;0.0;0.0;1.0;España
6423;22;Familia (19.99/mes);Tarjeta;5.6;0.571;1;2;20.27;445.94;0;Smart TV;4.0;Thriller;1.6;42.1;0.0;1.0;0.0;Chile
6424;24;Mensual (14.99);Tarjeta;10.2;0.119;1;3;15.84;380.16;0;Smart TV;4.0;Thriller;1.7;28.8;1.0;1.0;0.0;Colombia
6425;17;Mensual (14.99);PayPal;14.4;0.159;1;4;14.6;248.2;0;Smart TV;1.0;Comedia;8.6;34.8;1.0;0.0;1.0;México
6426;12;Mensual (14.99);Apple Pay/Google Pay;20.8;0.633;2;2;14.93;179.16;0;Tablet;3.0;Thriller;6.2;50.4;1.0;1.0;0.0;México
6427;32;Mensual (14.99);Tarjeta;20.8;0.154;1;4;14.81;473.92;0;Smart TV;3.0;Acción;7.9;49.0;1.0;0.0;0.0;Chile
6428;15;Mensual (14.99);Tarjeta;20.9;0.692;1;3;14.19;212.85;0;Ordenador;2.0;Drama;7.8;50.8;1.0;0.0;0.0;México
6429;16;Anual (12.99/mes);Tarjeta;26.7;0.174;1;5;12.86;205.76;1;Smart TV;3.0;Acción;1.6;27.6;1.0;0.0;0.0;Colombia
6430;22;Familia (19.99/mes);Apple Pay/Google Pay;4.7;0.124;1;3;20.23;445.06;0;Móvil;4.0;Drama;2.9;52.5;1.0;1.0;0.0;Argentina
6431;28;Familia (19.99/mes);Tarjeta;18.9;0.551;0;3;20.68;579.04;0;Ordenador;2.0;Thriller;2.1;38.3;1.0;0.0;0.0;España
6432;20;Mensual (14.99);Tarjeta;22.1;0.593;0;3;14.29;285.8;0;Móvil;2.0;Documental;5.2;51.5;0.0;0.0;0.0;Chile
6433;33;Mensual (14.99);PayPal;17.4;0.317;1;4;15.86;523.38;1;Smart TV;3.0;Drama;1.5;66.6;0.0;1.0;1.0;Argentina
6434;10;Mensual (14.99);Tarjeta;21.5;0.46;5;1;14.67;146.7;1;Smart TV;1.0;Comedia;2.5;64.5;0.0;0.0;0.0;España
6435;32;Anual (12.99/mes);Tarjeta;28.2;0.134;0;5;13.97;447.04;0;Ordenador;1.0;Acción;1.8;56.9;1.0;0.0;1.0;México
6436;33;Mensual (14.99);Tarjeta;20.5;0.373;1;3;14.97;494.01;0;Móvil;2.0;Drama;1.7;45.6;0.0;1.0;0.0;España
6437;2;Mensual (14.99);PayPal;37.1;0.132;0;5;15.21;30.42;0;Móvil;1.0;Drama;2.3;45.7;0.0;1.0;0.0;México
6438;33;Anual (12.99/mes);Tarjeta;27.6;0.361;0;4;12.68;418.44;1;Smart TV;1.0;Comedia;4.6;36.6;1.0;1.0;0.0;España
6439;33;Mensual (14.99);Apple Pay/Google Pay;22.1;0.323;0;5;16.24;535.92;0;Móvil;1.0;Comedia;1.2;56.0;1.0;1.0;0.0;México
6440;13;Mensual (14.99);PayPal;24.0;0.206;1;5;14.28;185.64;0;Móvil;1.0;Drama;3.8;31.0;0.0;1.0;0.0;Otros LATAM
6441;30;Familia (19.99/mes);Tarjeta;25.9;0.532;0;4;20.81;624.3;0;Móvil;1.0;Documental;2.5;21.1;0.0;1.0;2.0;España
6442;33;Familia (19.99/mes);Tarjeta;33.5;0.374;2;3;19.1;630.3;0;Smart TV;2.0;Comedia;4.8;39.2;0.0;1.0;1.0;Argentina
6443;13;Mensual (14.99);Tarjeta;29.4;0.329;0;4;14.45;187.85;0;Ordenador;5.0;Acción;8.1;20.5;0.0;0.0;1.0;España
6444;26;Mensual (14.99);Tarjeta;24.1;0.49;0;2;16.35;425.1;0;Móvil;2.0;Comedia;3.4;33.1;1.0;0.0;0.0;México
6445;22;Familia (19.99/mes);Apple Pay/Google Pay;14.2;0.321;1;3;20.5;451.0;0;Móvil;4.0;Acción;1.6;52.6;0.0;1.0;0.0;México
6446;2;Mensual (14.99);Apple Pay/Google Pay;23.3;0.439;0;5;15.21;30.42;1;Smart TV;2.0;Drama;2.4;13.5;0.0;0.0;1.0;Otros LATAM
6447;26;Mensual (14.99);Tarjeta;24.6;0.136;0;3;15.15;393.9;0;Smart TV;1.0;Familiar;7.5;46.4;0.0;1.0;0.0;España
6448;15;Mensual (14.99);Tarjeta;26.2;0.191;1;4;15.88;238.2;0;Móvil;3.0;Thriller;9.7;53.1;0.0;0.0;0.0;España
6449;34;Mensual (14.99);Tarjeta;14.1;0.1;2;3;15.28;519.52;0;Móvil;1.0;Acción;3.0;59.2;1.0;1.0;1.0;Argentina
6450;11;Mensual (14.99);Tarjeta;25.9;0.497;0;4;15.02;165.22;0;Móvil;2.0;Comedia;3.4;33.6;1.0;1.0;0.0;México
6451;3;Mensual (14.99);PayPal;26.4;0.18;1;4;15.36;46.08;1;Smart TV;1.0;Comedia;2.7;22.4;1.0;0.0;2.0;España
6452;6;Mensual (14.99);Tarjeta;10.3;0.417;0;4;14.83;88.98;0;Ordenador;2.0;Comedia;4.5;16.1;1.0;1.0;0.0;Argentina
6453;9;Mensual (14.99);Apple Pay/Google Pay;10.4;0.142;1;4;14.67;132.03;0;Smart TV;3.0;Comedia;2.0;52.8;1.0;0.0;0.0;Colombia
6454;6;Familia (19.99/mes);Tarjeta;28.9;0.503;1;3;19.42;116.52;0;Móvil;1.0;Acción;0.5;36.8;1.0;0.0;0.0;Argentina
6455;9;Anual (12.99/mes);PayPal;13.2;0.536;1;3;12.15;109.35;0;Tablet;1.0;Thriller;8.1;36.2;0.0;0.0;0.0;Colombia
6456;31;Anual (12.99/mes);Apple Pay/Google Pay;32.3;0.514;0;4;13.36;414.16;0;Móvil;3.0;Comedia;6.0;44.2;1.0;1.0;0.0;Argentina
6457;32;Mensual (14.99);Tarjeta;17.8;0.46;1;4;14.86;475.52;0;Smart TV;2.0;Thriller;3.4;62.8;1.0;0.0;0.0;Argentina
6458;12;Mensual (14.99);Tarjeta;23.1;0.161;2;5;13.69;164.28;0;Smart TV;1.0;Thriller;3.4;9.8;0.0;0.0;1.0;México
6459;8;Mensual (14.99);Tarjeta;22.7;0.383;1;4;14.67;117.36;0;Ordenador;2.0;Comedia;2.8;36.1;1.0;0.0;0.0;México
6460;8;Familia (19.99/mes);Tarjeta;14.3;0.072;0;5;20.22;161.76;0;Móvil;2.0;Documental;1.5;56.9;1.0;0.0;0.0;Argentina
6461;28;Mensual (14.99);Apple Pay/Google Pay;31.1;0.406;0;5;14.44;404.32;0;Móvil;3.0;Thriller;8.8;53.0;1.0;1.0;0.0;México
6462;20;Mensual (14.99);Apple Pay/Google Pay;17.8;0.091;1;3;15.22;304.4;0;Móvil;3.0;Comedia;1.8;43.1;1.0;0.0;0.0;Argentina
6463;7;Anual (12.99/mes);Apple Pay/Google Pay;20.5;0.59;0;3;11.2;78.4;0;Móvil;2.0;Acción;1.1;72.0;1.0;0.0;1.0;Chile
6464;11;Mensual (14.99);Apple Pay/Google Pay;4.1;0.588;1;3;16.24;178.64;0;Tablet;1.0;Acción;3.8;47.9;1.0;0.0;0.0;México
6465;20;Mensual (14.99);Tarjeta;9.3;0.264;3;2;15.21;304.2;0;Tablet;1.0;Familiar;5.8;23.9;1.0;1.0;0.0;México
6466;16;Familia (19.99/mes);Apple Pay/Google Pay;29.0;0.457;0;5;18.45;295.2;0;Smart TV;2.0;Documental;0.5;35.9;1.0;1.0;0.0;Colombia
6467;4;Familia (19.99/mes);Apple Pay/Google Pay;20.0;0.424;1;3;17.25;69.0;1;Móvil;2.0;Comedia;2.7;68.8;0.0;0.0;0.0;España
6468;6;Mensual (14.99);Tarjeta;15.3;0.841;2;2;15.18;91.08;0;Móvil;2.0;Drama;2.1;47.2;0.0;1.0;0.0;España
6469;22;Familia (19.99/mes);Tarjeta;15.4;0.337;2;4;19.24;423.28;0;Tablet;4.0;Comedia;3.7;55.2;1.0;0.0;0.0;México
6470;26;Anual (12.99/mes);Tarjeta;24.4;0.699;0;5;13.23;343.98;0;Smart TV;2.0;Drama;3.6;68.3;1.0;1.0;0.0;México
6471;3;Anual (12.99/mes);Tarjeta;30.1;0.508;1;4;13.66;40.98;0;Ordenador;3.0;Acción;4.1;81.4;0.0;0.0;0.0;España
6472;14;Mensual (14.99);Tarjeta;15.5;0.514;0;3;14.37;201.18;0;Móvil;1.0;Comedia;3.8;26.5;1.0;0.0;0.0;Argentina
6473;11;Mensual (14.99);Apple Pay/Google Pay;28.8;0.21;0;5;15.58;171.38;0;Ordenador;3.0;Drama;0.5;43.3;1.0;0.0;2.0;México
6474;18;Mensual (14.99);Apple Pay/Google Pay;18.7;0.687;0;5;15.71;282.78;0;Smart TV;2.0;Thriller;2.1;47.3;1.0;0.0;0.0;España
6475;12;Familia (19.99/mes);Tarjeta;24.0;0.475;1;4;20.35;244.2;0;Ordenador;3.0;Acción;3.8;47.8;1.0;0.0;0.0;España
6476;23;Mensual (14.99);Tarjeta;5.8;0.507;0;4;16.05;369.15;0;Smart TV;3.0;Comedia;3.7;57.9;1.0;0.0;0.0;Argentina
6477;12;Mensual (14.99);Apple Pay/Google Pay;7.2;0.516;0;4;14.26;171.12;0;Móvil;1.0;Drama;4.7;61.4;1.0;1.0;0.0;España
6478;13;Mensual (14.99);PayPal;26.6;0.157;0;5;13.9;180.7;0;Ordenador;3.0;Documental;3.6;47.4;1.0;0.0;0.0;México
6479;25;Anual (12.99/mes);Tarjeta;22.2;0.675;0;5;11.67;291.75;0;Ordenador;1.0;Acción;1.9;44.8;1.0;0.0;0.0;España
6480;19;Mensual (14.99);PayPal;23.2;0.212;2;4;15.04;285.76;0;Móvil;1.0;Comedia;3.7;20.4;0.0;1.0;0.0;España
6481;36;Mensual (14.99);Apple Pay/Google Pay;11.4;0.15;1;3;15.34;552.24;0;Móvil;1.0;Acción;5.7;38.9;0.0;0.0;0.0;Otros LATAM
6482;8;Mensual (14.99);Apple Pay/Google Pay;16.6;0.389;0;4;15.5;124.0;0;Smart TV;1.0;Comedia;1.3;63.5;0.0;0.0;0.0;España
6483;29;Mensual (14.99);Tarjeta;6.6;0.53;2;2;14.95;433.55;0;Smart TV;2.0;Thriller;9.5;30.7;1.0;0.0;0.0;Chile
6484;32;Anual (12.99/mes);Tarjeta;13.2;0.215;1;3;13.24;423.68;0;Smart TV;4.0;Comedia;1.1;60.7;1.0;0.0;1.0;México
6485;18;Anual (12.99/mes);Apple Pay/Google Pay;19.8;0.287;2;4;13.25;238.5;0;Móvil;1.0;Drama;3.3;26.5;1.0;0.0;2.0;México
6486;6;Mensual (14.99);Tarjeta;22.6;0.24;0;4;15.34;92.04;0;Smart TV;2.0;Drama;4.3;53.0;1.0;0.0;0.0;México
6487;18;Mensual (14.99);PayPal;14.3;0.936;0;3;15.4;277.2;0;Smart TV;1.0;Comedia;3.0;49.2;0.0;0.0;0.0;México
6488;19;Anual (12.99/mes);Tarjeta;24.4;0.189;0;5;13.71;260.49;0;Smart TV;2.0;Drama;0.9;33.2;0.0;1.0;0.0;Otros LATAM
6489;22;Mensual (14.99);Tarjeta;19.7;0.366;0;4;14.0;308.0;0;Móvil;2.0;Drama;0.7;5.0;1.0;0.0;2.0;México
6490;32;Mensual (14.99);Tarjeta;18.2;0.41;3;3;14.4;460.8;1;Móvil;4.0;Drama;5.9;46.7;0.0;0.0;0.0;Otros LATAM
6491;3;Familia (19.99/mes);Tarjeta;20.7;0.116;0;4;20.38;61.14;0;Móvil;1.0;Drama;1.0;44.1;1.0;1.0;0.0;España
6492;28;Mensual (14.99);Apple Pay/Google Pay;36.8;0.656;1;4;13.67;382.76;0;Móvil;2.0;Comedia;2.0;56.3;1.0;0.0;0.0;Argentina
6493;10;Familia (19.99/mes);Tarjeta;18.7;0.656;1;2;19.88;198.8;0;Móvil;3.0;Drama;2.6;49.0;1.0;0.0;1.0;Otros LATAM
6494;35;Mensual (14.99);Apple Pay/Google Pay;27.6;0.501;2;4;15.81;553.35;0;Ordenador;1.0;Acción;1.1;28.4;1.0;0.0;2.0;Argentina
6495;29;Mensual (14.99);Apple Pay/Google Pay;24.4;0.493;0;4;16.2;469.8;0;Smart TV;4.0;Comedia;4.1;26.7;0.0;0.0;0.0;España
6496;15;Mensual (14.99);Tarjeta;18.0;0.338;1;4;15.5;232.5;0;Móvil;1.0;Drama;5.5;77.1;0.0;1.0;1.0;Colombia
6497;33;Familia (19.99/mes);PayPal;7.6;0.162;0;3;20.31;670.23;0;Móvil;1.0;Familiar;1.2;44.7;0.0;0.0;0.0;México
6498;7;Mensual (14.99);Tarjeta;15.0;0.691;0;2;15.74;110.18;0;Móvil;1.0;Drama;5.8;41.0;1.0;0.0;0.0;Argentina
6499;12;Mensual (14.99);PayPal;20.6;0.195;2;3;15.32;183.84;1;Móvil;1.0;Drama;1.0;40.7;1.0;0.0;2.0;España
6500;30;Familia (19.99/mes);PayPal;19.2;0.105;0;4;20.51;615.3;0;Ordenador;3.0;Acción;1.2;50.5;1.0;1.0;1.0;México
6501;21;Mensual (14.99);Tarjeta;30.4;0.489;1;3;16.5;346.5;0;Ordenador;2.0;Acción;1.2;49.6;1.0;0.0;0.0;Argentina
6502;31;Mensual (14.99);Tarjeta;14.1;0.176;2;3;15.03;465.93;0;Smart TV;2.0;Thriller;8.6;24.3;1.0;0.0;0.0;Argentina
6503;24;Mensual (14.99);PayPal;18.8;0.747;0;4;14.8;355.2;0;Móvil;1.0;Drama;2.2;26.3;1.0;0.0;0.0;México
6504;20;Anual (12.99/mes);Apple Pay/Google Pay;24.3;0.093;0;4;14.05;281.0;0;Smart TV;2.0;Drama;0.5;68.6;0.0;0.0;0.0;España
6505;4;Mensual (14.99);Tarjeta;17.8;0.273;1;5;14.89;59.56;0;Ordenador;4.0;Thriller;1.8;50.3;1.0;0.0;0.0;Colombia
6506;28;Mensual (14.99);PayPal;27.8;0.703;0;4;15.38;430.64;0;Ordenador;2.0;Documental;3.9;34.5;0.0;0.0;0.0;Argentina
6507;20;Mensual (14.99);Tarjeta;11.3;0.145;0;4;15.61;312.2;1;Ordenador;2.0;Drama;0.6;23.1;0.0;0.0;0.0;España
6508;24;Mensual (14.99);Apple Pay/Google Pay;7.8;0.298;1;3;14.09;338.16;0;Móvil;4.0;Comedia;1.8;33.6;1.0;0.0;3.0;Chile
6509;32;Familia (19.99/mes);Tarjeta;17.7;0.48;1;3;19.97;639.04;0;Smart TV;3.0;Drama;5.4;23.8;1.0;0.0;2.0;Argentina
6510;36;Familia (19.99/mes);PayPal;19.4;0.367;0;2;19.58;704.88;0;Ordenador;1.0;Familiar;8.5;33.5;0.0;0.0;0.0;Colombia
6511;34;Anual (12.99/mes);Tarjeta;21.7;0.293;2;3;12.68;431.12;0;Ordenador;1.0;Familiar;7.2;51.7;1.0;1.0;0.0;Colombia
6512;36;Anual (12.99/mes);PayPal;21.1;0.491;0;4;13.67;492.12;0;Móvil;5.0;Familiar;1.9;61.0;1.0;0.0;0.0;Argentina
6513;2;Anual (12.99/mes);Apple Pay/Google Pay;16.7;0.201;1;3;12.07;24.14;0;Ordenador;4.0;Drama;3.6;41.7;1.0;0.0;0.0;España
6514;15;Mensual (14.99);PayPal;7.9;0.366;0;3;14.77;221.55;0;Móvil;4.0;Thriller;5.3;33.3;1.0;1.0;0.0;Colombia
6515;34;Anual (12.99/mes);PayPal;19.1;0.151;1;4;13.2;448.8;0;Tablet;4.0;Acción;2.9;36.8;0.0;0.0;0.0;España
6516;36;Mensual (14.99);Tarjeta;11.7;0.46;0;3;14.92;537.12;0;Ordenador;2.0;Comedia;7.8;32.6;1.0;1.0;2.0;España
6517;6;Mensual (14.99);Apple Pay/Google Pay;20.6;0.305;0;3;15.28;91.68;0;Smart TV;3.0;Acción;1.8;8.7;1.0;0.0;0.0;Argentina
6518;12;Anual (12.99/mes);PayPal;11.1;0.36;0;4;13.44;161.28;0;Móvil;3.0;Acción;4.2;36.4;1.0;0.0;0.0;Chile
6519;3;Mensual (14.99);Apple Pay/Google Pay;23.0;0.611;0;2;15.51;46.53;1;Smart TV;2.0;Acción;2.3;47.4;0.0;0.0;0.0;México
6520;18;Familia (19.99/mes);Tarjeta;33.3;0.127;0;5;20.87;375.66;0;Smart TV;2.0;Acción;8.7;51.8;1.0;0.0;0.0;México
